no,who,area,pond,Temp,month,sampling,sampler,sample,samplertype,samplevolume,sample_lab_ml,sample_scanned,Multiplier,sizegroup,group,subgroup,adult_or_instar,subsubgroup,species,LEPU,WEPU,Lmm,Wmm,L_micrometer,W_micrometer,Volume_micrometercubed,Volume_nanolitre,WW,FW,DW,DWC
493,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
494,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
495,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
496,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
497,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
498,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
499,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
500,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
501,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
502,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
503,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
504,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
505,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
506,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
507,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
508,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
509,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
510,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
511,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
512,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
513,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
514,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
515,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
516,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
517,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
518,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
519,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
520,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
521,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
522,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
523,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
524,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
525,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
526,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
527,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
528,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
529,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
530,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
531,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
532,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
533,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
534,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
535,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
536,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
537,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
538,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
539,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
540,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
541,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
542,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
543,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
544,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
545,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
546,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
547,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
548,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
549,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
550,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
551,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
552,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
553,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
554,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
555,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
556,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
557,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
558,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
559,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
560,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
561,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
562,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
563,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
564,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
565,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
566,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
567,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
568,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
569,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
570,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
571,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
572,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
573,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
574,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
575,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
576,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
577,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
578,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
579,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
580,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
581,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
582,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
583,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
584,Darcy,Silwood,G5,3,April,1,zooplankton net,G5,Net,V=pr2h ,50,15,3.333333333,zooplankton,Rotifera,monogonont rotifers,adult,na,Keratella quadarata conf.,0.6,0.5,0.015,0.0125,15,12.5,1227.18463,0.001227185,0.001227185,0.001349903,0.000337476,0.00013499
